,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
2942,0xebae,CUS_0xb7c4,May,Vlastelicat,28,581-05-4994,Engineer,39700.24,3080.353333333333,10,5,24,5,"Personal Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, and Personal Loan",60,19,9.98,7.0,_,2558.7,40.236430315860794,12 Years and 2 Months,Yes,136.57636110983276,174.44147844240237,Low_spent_Large_value_payments,267.01749378109815,Standard
2943,0x20f94,CUS_0xfb8,July,Yoko Kubotav,44,989-30-9881,Architect,34636.64_,2892.6360236396245,3,1,9,4,"Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",1,9,11.8,4.0,Good,644.87,38.95985930060957,23 Years and 11 Months,No,347.16471458722054,248.63390967651324,Low_spent_Small_value_payments,251.5906854299752,Good
2944,0x1d3fe,CUS_0x880,May,Herbertw,18,874-41-1891,Entrepreneur,82684.62,6603.384999999998,4,5,6,1,Payday Loan,4,6,5.8,3.0,Good,944.15,31.704586581055192,26 Years and 5 Months,No,45.9496309984116,475.3959975363536,Low_spent_Large_value_payments,408.9928714652348,Standard
2945,0x1ebff,CUS_0x9368,June,Jan Strupczewskiu,2756,740-20-9338,Doctor,9024.455,713.0379166666668,8,7,15,2,"Payday Loan, and Credit-Builder Loan",8,14,12.14,4.0,Standard,1491.08,35.099909229362375,6 Years and 6 Months,Yes,14.357518258813345,26.49951410259433,Low_spent_Small_value_payments,320.44675930525904,Poor
2946,0x20400,CUS_0xb2a9,July,Alistaird,38,171-89-1108,Doctor,37486.02,3299.835,3,5,8,3,"Auto Loan, Debt Consolidation Loan, and Payday Loan",1,8,2.65,2.0,Good,358.83,32.06965847892877,21 Years and 2 Months,No,66.53922204185825,61.06400025905941,High_spent_Large_value_payments,442.3802776990824,Poor
2947,0x2e20,CUS_0x3231,July,Jan Strupczewskid,44,408-03-6761,Doctor,36717.63,2872.8025,5,4,19,4,"Credit-Builder Loan, Student Loan, Auto Loan, and Home Equity Loan",28,12,7.05,3.0,Standard,1456.01,34.96525388423282,31 Years and 8 Months,Yes,96.66168930786068,116.20900189465624,Low_spent_Small_value_payments,364.40955879748304,Standard
2948,0x1284a,CUS_0x1821,May,Piersonm,17,045-81-4729,Teacher,15157.25,,8,10,24,5,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Personal Loan",52,24,6.01,6.0,Bad,1448.71,25.214321267126827,5 Years and 6 Months,Yes,41.935689192380345,74.30288203608345,Low_spent_Medium_value_payments,272.9718454382029,Poor
2949,0x246b2,CUS_0x1c79,May,Lashb,45,699-49-5543,Engineer,14283.665,944.3054166666668,6,4,9,-100,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",23,8,7.6,0.0,Standard,1225.88,25.289501389609317,22 Years and 8 Months,No,33.68791294124324,80.09917641014584,Low_spent_Small_value_payments,270.6434523152776,Poor
2950,0x12e64,CUS_0xbd90,July,Jonathanv,48,500-94-1740,Lawyer,19749.315,1635.77625,0,1087,8,2,"Payday Loan, and Not Specified",5,0,8.68,2.0,Good,1286.51,34.70195991615611,,NM,17.849500171629742,91.60463163429563,High_spent_Small_value_payments,314.1234931940746,Standard
2951,0x1d587,CUS_0x6c95,February,Donny Kwokc,38,643-36-3270,Developer,32273.01_,2800.4175,1,4,2,3,"Mortgage Loan, Mortgage Loan, and Student Loan",6,4,-2.94,0.0,_,1362.01,34.47327425944464,,No,65.04265706310916,185.43422279046246,Low_spent_Small_value_payments,319.56487014642835,Poor
2952,0xf257,CUS_0x2618,June,Michaelr,48,510-59-8175,Scientist,11458.24,,4,7,13,3,"Payday Loan, Mortgage Loan, and Personal Loan",21,16,4.01,8.0,Standard,1227.03,22.37069973057756,33 Years and 1 Months,No,20.894839248703175,,Low_spent_Large_value_payments,300.1447413677659,Standard
2953,0x9f61,CUS_0x2f39,August,Emilyg,27,533-29-8899,Manager,54881.55,4633.4625,9,10,22,7,"Auto Loan, Student Loan, Personal Loan, Auto Loan, Mortgage Loan, Auto Loan, and Home Equity Loan",21,,5.24,11.0,_,4727.09,40.25356974847389,3 Years and 4 Months,Yes,218.6546696623548,145.05814439277654,Low_spent_Large_value_payments,369.6334359448688,Poor
2954,0xacce,CUS_0xbb73,January,Krnerh,36,685-41-4406,Lawyer,12029.15,1213.4291666666668,5,4,5,1,Student Loan,15,,10.03,2.0,Standard,377.62,35.666478437429205,,No,6.518271070705215,34.452735739980845,High_spent_Small_value_payments,340.3719098559806,Standard
2955,0x2a66,CUS_0x7888,January,Humery,50,262-53-0576,Architect,122713.6,10114.133333333331,5,6,14,2,"Credit-Builder Loan, and Not Specified",11,12_,10.46,1.0,Standard,128.33,36.58252606121925,22 Years and 7 Months,No,146.26888703519208,183.55533159926804,High_spent_Medium_value_payments,931.5891146988733,Standard
2956,0x25efc,CUS_0x8788,July,Sophie Sassardv,25,138-38-7150,Musician,71025.4,5766.783333333333,7,6,32,-100,"Payday Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",27,16,17.12,10.0,Standard,2542.42,27.648591066958595,14 Years and 7 Months,Yes,195.2074840086973,191.5558982466526,!@9#%8,449.9149510779834,Standard
2957,0x25124,CUS_0xbf53,March,,38,905-14-5932,Teacher,42474.2,3658.5166666666655,2,3,8,4,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Credit-Builder Loan",28,6,10.57,5.0,Good,580.71,31.68605936055608,17 Years and 3 Months,No,82.06622873153366,270.80948499127066,Low_spent_Large_value_payments,282.97595294386235,Poor
2958,0x24cf9,CUS_0x206b,April,Claras,19,600-69-4533,_______,47641.53,,7,7,28,7,"Home Equity Loan, Home Equity Loan, Payday Loan, Personal Loan, Student Loan, Mortgage Loan, and Payday Loan",55,25,4.94,8.0,Bad,2150.59,34.851580360335696,15 Years and 2 Months,Yes,161.74768540935835,__10000__,High_spent_Medium_value_payments,356.80317239456537,Poor
2959,0x1d7a6,CUS_0x3cf1,May,Bakrm,37,137-54-1950,_______,19749.04,1544.753333333333,7,7,17,8,"Payday Loan, Not Specified, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",44,25,8.96,8.0,Bad,3655.44,36.99035136288632,5 Years and 7 Months,Yes,128.3315287002651,123.92951129801793,Low_spent_Small_value_payments,192.2142933350504,Poor
2960,0x2246c,CUS_0x7a6c,March,Jessica Wohlp,31,492-59-4587,Writer,29265.3,2410.775,9,9,34,6,"Student Loan, Mortgage Loan, Not Specified, Personal Loan, Home Equity Loan, and Auto Loan",61,23,7.65,7.0,Bad,1465.62,35.463681981801344,19 Years and 4 Months,Yes,120.12274263091103,45.42132679974987,High_spent_Small_value_payments,335.53343056933915,Poor
2961,0xcacf,CUS_0x6939,February,Nicolaj,34,633-98-1570,Accountant,14822.81,981.2341666666664,8,7,16,6,"Auto Loan, Personal Loan, Payday Loan, Auto Loan, Personal Loan, and Payday Loan",27,25,21.48,12.0,Bad,2921.16,23.651917081915933,7 Years and 11 Months,Yes,51.83455347868679,66.97257754631131,Low_spent_Small_value_payments,269.31628564166857,Standard
2962,0x251f2,CUS_0x5587,May,Freifeldl,36,467-31-3749,Lawyer,38681.04,3309.42,7,7,15,7,"Personal Loan, Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, Debt Consolidation Loan, and Debt Consolidation Loan",47,17,7.06,7.0,Bad,3442.38,23.44976888438983,8 Years and 6 Months,Yes,188.32017093768195,152.43863079676908,Low_spent_Large_value_payments,260.18319826554904,Poor
2963,0x25764,CUS_0x9209,July,Richwinet,29,392-36-5114,Architect,60529.08,5069.09,5,3,219,1241,"Payday Loan, Auto Loan, Personal Loan, Payday Loan, Personal Loan, Student Loan, and Mortgage Loan",3,20,15.84,6.0,Standard,2329.34,39.81923199537832,16 Years and 4 Months,Yes,317.58066786113284,62.276566062789705,High_spent_Medium_value_payments,377.0517660760775,Poor
2964,0x1d25d,CUS_0xa607,August,Phill,34,643-79-3907,Manager,40924.81,3469.400833333333,3,5,4,3,"Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",5,1,8.68,0.0,Good,1204.84,35.0376466240768,,No,68.38487777158893,369.0136931491385,Low_spent_Small_value_payments,199.54151241260587,Standard
2965,0x232d1,CUS_0x18e1,April,Dowsettx,37,536-82-6071,Media_Manager,36722.53,2933.210833333333,3,6,4,0,,8,12,0.8,0.0,Good,328.05,24.046172683937986,29 Years and 5 Months,No,0.0,241.81077018663083,Low_spent_Large_value_payments,321.5103131467025,Standard
2966,0x234be,CUS_0x7ec0,May,Richwineu,36,979-34-5110,Architect,20057.71,1497.4758333333332,7,5,27,8,"Payday Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",30,14,24.22,11.0,_,4649.72,31.8653378274688,7 Years and 0 Months,Yes,99.94135979160517,63.95010549527428,Low_spent_Small_value_payments,275.8561180464539,Poor
2967,0x147f1,CUS_0x1dd9,August,ernard Vaughana,46_,634-25-7796,Architect,4020402.0,2919.0166666666664,5,2,5,2,"Personal Loan, and Credit-Builder Loan",13,0,1.34,4.0,Good,630.29,38.17233204157153,16 Years and 6 Months,No,44.73008100204992,,Low_spent_Medium_value_payments,284.1199068385605,Good
2968,0x2498f,CUS_0x87ee,June,Katharina Bartt,44,652-98-3608,Scientist,109545.63,,6,3,13,0,,8,15,6.55,1.0,Standard,86.54,35.55369504069713,17 Years and 0 Months,Yes,0.0,280.0299439020002,Low_spent_Large_value_payments,927.350306098,Standard
2969,0x22e77,CUS_0x8e6e,June,Tom Milesv,42,741-44-9176,Accountant,13056.35,1177.0291666666667,5,6,18,1,Personal Loan,23,13,10.39,5.0,Standard,562.05,27.31701595526591,27 Years and 7 Months,Yes,8.140792415105551,116.11496085677344,Low_spent_Small_value_payments,283.44716339478765,Standard
2970,0x1887d,CUS_0xa235,August,Christopheri,34,549-91-8725,Mechanic,21765.99,1942.8325,3,3,8,1,Payday Loan,7,8,6.43,9.0,Good,866.29,25.34911658521399,32 Years and 4 Months,No,16.547229352106065,170.5910338566402,Low_spent_Small_value_payments,297.1449867912538,Poor
2971,0x48c6,CUS_0x5479,January,Edwardsl,49,087-00-0175,Musician,29365.12,2524.0933333333332,5,1087,12,1,Home Equity Loan,11,11,7.04,4.0,Good,463.57,35.62035416066769,25 Years and 9 Months,NM,21.52158418849424,__10000__,Low_spent_Small_value_payments,203.00750243077545,Good
2972,0x205c6,CUS_0x83ea,May,Lucia Mutikanif,34,869-20-6910,Media_Manager,14461.52,1010.1266666666668,10,8,33,6,"Home Equity Loan, Student Loan, Payday Loan, Credit-Builder Loan, Student Loan, and Home Equity Loan",51,15,13.75,11.0,_,2566.1,36.3057386147226,8 Years and 5 Months,Yes,41.82171882717799,15.461830929522801,High_spent_Large_value_payments,283.72911690996585,Good
2973,0x197b6,CUS_0x4083,May,Zeidlerv,48,619-93-7111,Musician,31318.22,2508.851666666667,7,4,14,3,"Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",19,14,11.16,1.0,_,1121.05,31.673719179992304,15 Years and 6 Months,NM,65.49831071064018,__10000__,!@9#%8,381.2584372817401,Standard
2974,0x187e0,CUS_0x46ce,July,Caroline Valetkevitchn,27,436-23-4266,Developer,68474.64,,7,6,11,3,"Payday Loan, Not Specified, and Personal Loan",16,8,14.02,7.0,Standard,66.03,35.13426779319709,6 Years and 2 Months,Yes,127.44715871403108,286.7133536103867,High_spent_Small_value_payments,388.96148767558225,Poor
2975,0x16335,CUS_0xa8b9,April,,20,679-69-9451,Doctor,23838.09,2031.5075,5,6,13,4,"Debt Consolidation Loan, Payday Loan, Home Equity Loan, and Auto Loan",24,10,7.15,7.0,Standard,802.3,23.950562440334764,30 Years and 1 Months,Yes,53.3080988945046,152.0602630211404,Low_spent_Large_value_payments,267.78238808435503,Standard
2976,0x5d91,CUS_0x4dd5,August,Herberty,25,530-61-6560,Musician,14402.52,1347.21,6,6,28,8,"Payday Loan, Not Specified, Payday Loan, Not Specified, Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Student Loan",56,13,19.86,13.0,Bad,4789.5,33.10422914167963,7 Years and 10 Months,Yes,73.34767036137502,171.45331118432102,Low_spent_Small_value_payments,179.92001845430394,Poor
2977,0x23f9c,CUS_0x958e,March,Saeed Azharp,23,937-11-0997,Media_Manager,89269.79999999997,7494.149999999999,5,4,12,3,"Mortgage Loan, Payday Loan, and Student Loan",31,9,12.35,1054.0,Standard,444.69,34.428606097691194,18 Years and 7 Months,Yes,209.7322460408085,208.6220020864976,Low_spent_Medium_value_payments,611.0607518726939,Standard
2978,0x19730,CUS_0x9de1,March,Laurenf,42,821-03-7493,Architect,39849.72,3334.81,9,8,26,4,"Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",36,20,3.1199999999999988,14.0,Standard,2533.64,36.80045396572946,5 Years and 11 Months,Yes,96.60403454470982,123.60326103865476,High_spent_Medium_value_payments,363.2737044166354,Poor
2979,0x112aa,CUS_0x1cbd,January,Yeem,25,982-51-6725,Writer,36412.86,3054.405,7,626,7,3,"Personal Loan, Mortgage Loan, and Credit-Builder Loan",21,16,4.06,0.0,Standard,1485.18,33.782676104752404,25 Years and 9 Months,No,71.17851038802098,117.17921688724907,Low_spent_Small_value_payments,407.08277272473,Standard
2980,0x1b98,CUS_0x567b,March,Marilynj,54,542-44-1751,Manager,80396.86,6623.738333333334,5,7,9,0,,8,13,10.47,0.0,_,1357.54,38.45991946044089,26 Years and 7 Months,No,0.0,159.90307182355357,High_spent_Medium_value_payments,752.4707615097798,Standard
2981,0x236a7,CUS_0x9a9a,February,Wendln,27,404-69-3730,Mechanic,22609.45,,6,7,15,3,"Home Equity Loan, Mortgage Loan, and Debt Consolidation Loan",29,12,8.62,3.0,Standard,1065.82,40.667630386266715,32 Years and 9 Months,Yes,50.76744810586004,__10000__,Low_spent_Medium_value_payments,313.10308233198896,Standard
2982,0x1ef90,CUS_0x8442,July,Anng,48,897-16-4242,Lawyer,28199.86,2090.988333333333,3,3,3,4,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",-3,9,3.07,4.0,Good,500.84,25.017865154166227,16 Years and 10 Months,No,85.02935949376669,87.23398722438917,!@9#%8,286.8354866151775,Standard
2983,0x4af4,CUS_0x8cd4,July,Armstrongm,51,776-50-5932,Lawyer,20871.24,1818.27,3,5,6,0,,13,11,-2.05,0.0,_,364.42,38.06928993780065,15 Years and 8 Months,No,0.0,__10000__,High_spent_Medium_value_payments,364.8946467802259,Good
2984,0x24e29,CUS_0x467e,August,McCrankz,23,142-99-7800,Developer,68289.32,5411.7766666666685,1,7,1,3,"Debt Consolidation Loan, Not Specified, and Not Specified",0,2,5.57,8.0,Good,957.71,34.596481914202855,26 Years and 6 Months,No,129.83790962923132,340.36979609027304,Low_spent_Medium_value_payments,350.96996094716246,Good
2985,0x6ebe,CUS_0x9c34,January,Leskee,34,#F%$D@*&8,Doctor,17680.79,1329.3991666666668,9,7,23,5,"Home Equity Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Payday Loan",36,24,26.7,6.0,Bad,4894.42,28.7578414289486,6 Years and 5 Months,Yes,72929.0,13.978475440768257,High_spent_Large_value_payments,287.4871034446625,Poor
2986,0x186c9,CUS_0x2c94,April,arani Krishnanw,16,169-58-1270,Musician,31816.07,,4,5,18,4,"Mortgage Loan, Auto Loan, Home Equity Loan, and Student Loan",5,16,13.8,6.0,_,4.82,30.97991255901769,31 Years and 6 Months,Yes,105.4263915909352,91.18853049792641,High_spent_Small_value_payments,307.61899457780504,Standard
2987,0x102c7,CUS_0x501d,February,McCrankn,40,381-39-3121,Accountant,31236.52,,8,9,30,7,"Student Loan, Not Specified, Mortgage Loan, Not Specified, Credit-Builder Loan, Student Loan, and Personal Loan",20,15,15.01,12.0,Bad,3596.37,35.750125089292325,10 Years and 2 Months,Yes,160.3929254873634,93.85732048030249,High_spent_Medium_value_payments,257.9540873656675,Standard
2988,0x429d,CUS_0x24bb,August,,27,855-99-6125,Developer,2351135.0,1932.664166666667,3,5,10,2,"Mortgage Loan, and Mortgage Loan",13,17,_,1.0,Standard,642.22,28.873093830279014,24 Years and 8 Months,Yes,35.92761913091166,41.75959746964376,High_spent_Large_value_payments,355.5792000661113,Standard
2989,0x17d8d,CUS_0x5a9e,April,Angelao,35,080-85-0098,Developer,28647.75,2161.3125,5,6,5,5,"Not Specified, Debt Consolidation Loan, Not Specified, Personal Loan, and Payday Loan",8,12,17.36,7.0,Standard,82.6,30.112702323431854,6 Years and 1 Months,Yes,113.19231542947644,188.94979947122684,Low_spent_Small_value_payments,203.98913509929676,Standard
2990,0xf2f1,CUS_0x17ef,April,Chucky,21,339-70-9719,_______,83947.72,7167.6433333333325,5,4,9,3,"Not Specified, Student Loan, and Payday Loan",6,1,4.19,0.0,Good,954.9,37.74906625896672,26 Years and 11 Months,No,176.48371828043418,__10000__,Low_spent_Medium_value_payments,569.5140729611712,Good
2991,0x22816,CUS_0xc0b7,May,Karen Freifeldv,26,883-70-7074,Developer,89531.94,7227.995,3,3,8,1,Mortgage Loan,7,13,16.95,8.0,_,1471.5,33.086737898987245,22 Years and 5 Months,Yes,44.13871635354904,,High_spent_Medium_value_payments,785.5810386606552,Standard
2992,0x22195,CUS_0x8661,August,Jan Strupczewskie,37_,887-22-9485,Accountant,40276.27,3381.355833333333,5,4,12,3,"Payday Loan, Personal Loan, and Student Loan",28,13,9.02,9.0,Good,786.37,29.861742373133612,22 Years and 4 Months,No,72785.0,204.3397696733358,High_spent_Small_value_payments,339.6794568000442,Standard
2993,0x7703,CUS_0xa204,June,,35,966-03-9034,Doctor,16735.02,1176.585,9,10,15,7,"Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Home Equity Loan",46,14,18.43,11.0,Standard,2168.76,37.27725905207608,18 Years and 3 Months,Yes,71.74975958755209,42.783704480049636,High_spent_Small_value_payments,263.1250359323983,Standard
2994,0xd133,CUS_0xb689,June,Crawleyp,19,944-24-4212,Scientist,33806.55,2671.2125,4,6,8,0,,17,,5.0,0.0,Standard,208.25,25.01107387298425,28 Years and 2 Months,NM,0.0,79.19017929771546,High_spent_Medium_value_payments,437.93107070228456,Standard
2995,0x20c35,CUS_0x7459,August,Ben Hirschlero,25,319-19-8982,Musician,9886.53,575.8775,8,3,3,4,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",20,10,1.84,5.0,_,102.46,23.60407388090752,20 Years and 11 Months,No,30.06462553448722,38.46753964280741,Low_spent_Medium_value_payments,269.05558482270544,Standard
2996,0x23857,CUS_0x9939,February,Slateru,20,355-95-2912,Media_Manager,19889.44,1756.4533333333331,8,7,11,7,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Not Specified",23,13,16.62,7.0,Standard,369.64,29.09049649771201,9 Years and 9 Months,Yes,60.92837781478249,77.59835616363024,High_spent_Small_value_payments,297.1185993549206,Standard
2997,0xb566,CUS_0x3374,May,Alessp,25,128-48-7511,Manager,73134.06,5913.505,5,4,12,4,"Not Specified, Not Specified, Student Loan, and Auto Loan",28,12,4.63,4.0,Standard,382.91,34.688729911059234,33 Years and 3 Months,No,156.92095636386563,104.8302967368212,High_spent_Large_value_payments,569.5992468993131,Standard
2998,0x17ff,CUS_0x9bc1,June,Jaisinghanij,42,445-18-4420,Architect,20574.47,1740.539166666667,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,6.74,11.0,Standard,749.95,37.55229512400509,11 Years and 4 Months,Yes,49.348666321498655,192.3720689532156,Low_spent_Small_value_payments,222.33318139195245,Standard
2999,0x150c0,CUS_0x2246,July,Michaell,18,869-97-4157,Media_Manager,79708.89,6593.4075,4,5,17,2,"Home Equity Loan, and Student Loan",24,19,4.01,7.0,_,1262.12,27.080350143023445,28 Years and 4 Months,NM,125.39965851243338,102.70562995454138,High_spent_Large_value_payments,671.2354615330253,Standard
3000,0x1c1dd,CUS_0x4fa6,August,Gareth Jonesj,18,085-81-0307,Lawyer,33884.76,2626.1986292298348,7,5,17,3,"Mortgage Loan, Auto Loan, and Student Loan",60,25,10.01,12.0,_,1379.31,25.05203648425452,20 Years and 4 Months,Yes,341.84149522506334,226.8041248485009,!@9#%8,270.45875069660093,Poor
3001,0x4d54,CUS_0x28a3,March,Pollardu,37,948-70-3925,Architect,88481.16_,7082.43,3,4,1397,0,,19,10,13.29,4.0,_,1343.5,38.51964850933874,26 Years and 9 Months,NM,0.0,144.3875707694828,High_spent_Large_value_payments,803.8554292305173,Standard
3002,0x128dd,CUS_0x2876,August,,581,177-50-6419,Lawyer,34308.05,,3,4,12,4,"Not Specified, Student Loan, Payday Loan, and Debt Consolidation Loan",22,17,11.68,2.0,Standard,1101.13,37.904393042929826,29 Years and 2 Months,Yes,74.64845745168277,146.30949735173496,Low_spent_Small_value_payments,340.842461863249,Poor
3003,0x1d8f6,CUS_0x74e8,May,Eisenhammera,39,296-90-6071,_______,87727.04999999999,7056.587499999999,5,3,9,3,"Credit-Builder Loan, Not Specified, and Home Equity Loan",19,1,11.86,4.0,Good,263.49,32.5893045103931,25 Years and 2 Months,No,217.7052927510964,,Low_spent_Medium_value_payments,305.1752872278698,Poor
3004,0x18c74,CUS_0xbaf2,March,McCoolm,27,569-52-7755,Developer,8171.11,886.9258333333332,7,6,3777,3_,"Personal Loan, Student Loan, and Student Loan",16,,2.64,9.0,Bad,1739.92,37.42673255296216,12 Years and 4 Months,NM,14.568179654225531,113.92700705417856,!@9#%8,250.19739662492924,Standard
3005,0x3287,CUS_0xc5d5,June,Emilyy,34,321-64-3872,Engineer,49995.18000000001,4382.265,8,889,22,6,"Credit-Builder Loan, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Student Loan, and Student Loan",20,18,9.54,10.0,Bad,1783.96,31.915553157415665,18 Years and 9 Months,Yes,148.05426179393018,310.0053018129204,Low_spent_Large_value_payments,250.16693639314946,Poor
3006,0x1eded,CUS_0x7cf,August,N.i,34_,738-68-4188,_______,69956.92,5530.743333333333,6,6,23,5,"Payday Loan, Payday Loan, Auto Loan, Personal Loan, and Mortgage Loan",29,24,16.89,11.0,Bad,2338.26,37.71345362560618,17 Years and 2 Months,Yes,152.88801626517255,340.2569684567013,Low_spent_Large_value_payments,329.9293486114596,Poor
3007,0x898f,CUS_0x695c,February,Carrick Mollenkampf,43,148-56-9704,Teacher,67812.74,5821.061666666667,3,3,8,0,,9,2,6.32,3.0,Good,1321.8,38.924535952129006,26 Years and 3 Months,No,0.0,140.3409869596777,!@9#%8,681.7651797069891,Good
3008,0x12f75,CUS_0x4838,April,Rodrigom,20,082-10-7518,Musician,103007.7,8637.975,1,3,4,3,"Credit-Builder Loan, Mortgage Loan, and Student Loan",9,3,0.73,2.0,Good,904.53,34.27552724617368,19 Years and 10 Months,No,224.4373279269476,159.1270518049178,High_spent_Large_value_payments,720.2331202681347,Standard
3009,0x1dc6e,CUS_0x4505,May,Ross Kerberb,55,814-20-6857,Developer,20257.28,1916.1066666666663,4,5,16,1,Mortgage Loan,20,11,14.39,2.0,Standard,966.07,24.37071824511948,26 Years and 7 Months,Yes,10.776501293315496,184.22188786877663,Low_spent_Small_value_payments,286.61227750457454,Poor
3010,0x6b00,CUS_0xa95,March,Stevev,25,665-52-4675,Mechanic,24098.63,2297.2191666666668,5,3,16,4,"Auto Loan, Auto Loan, Auto Loan, and Home Equity Loan",29,8,16.869999999999994,0.0,Standard,560.58,37.220768495080115,21 Years and 11 Months,No,75.4390305632556,54.040434508359574,High_spent_Small_value_payments,360.2424515950516,Standard
3011,0x470e,CUS_0x830e,May,Lisaf,42,864-43-4445,Lawyer,107451.03,9204.2525,0,5,11,1,Payday Loan,4,9,11.34,3.0,Good,671.46,33.82134170381258,26 Years and 11 Months,No,68.48670349412913,274.6439378484747,High_spent_Medium_value_payments,827.2946086573962,Good
3012,0x1e457,CUS_0x8216,February,Matthias Sobolewskia,17,888-44-5992,Architect,7225.02,453.085,10,10,30,7,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Home Equity Loan, and Payday Loan",53,15,3.2,,Bad,4515.94,25.9935472223508,0 Years and 8 Months,Yes,30.08372889174393,31.05324519091826,Low_spent_Small_value_payments,274.1715259173378,Poor
3013,0xb35e,CUS_0xc118,January,,29,626-84-2639,Journalist,56693.96,4662.496666666667,7,5,24,4,"Auto Loan, Not Specified, Credit-Builder Loan, and Auto Loan",20,22,3.24,12.0,Bad,1974.3,24.286742661330752,19 Years and 2 Months,Yes,113.55113085049,350.0697920113621,Low_spent_Small_value_payments,292.6287438048147,Poor
3014,0x1bf07,CUS_0x962f,February,Melp,48,545-49-4921,_______,97838.31,8150.1925,0,3,4,1,Auto Loan,10,7,7.77,3.0,Good,56.47,22.557323551737127,15 Years and 6 Months,No,74.84749497377781,1044.9802502181224,Low_spent_Small_value_payments,,Good
3015,0x19a87,CUS_0x4d3,June,enk,25,336-50-3957,Scientist,16185.63,,7,6,30,4,"Personal Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",61,18,7.66,11.0,Bad,2360.06,34.35079363653734,15 Years and 7 Months,Yes,49.29314268683928,__10000__,Low_spent_Small_value_payments,293.34196954408236,Poor
3016,0x189c1,CUS_0x14d3,August,enl,32,219-57-6916,Teacher,107572.72_,9133.393333333332,4,4,15,2,"Payday Loan, and Auto Loan",17,3951,11.48,2.0,Standard,302.52,32.85526169333302,,NM,106.24725559655812,241.18124094226525,!@9#%8,815.9108367945099,Standard
3017,0x12ba8,CUS_0x993a,March,Valetkevitchk,26,#F%$D@*&8,Architect,26649.48,2040.79,4,6,4,4,"Mortgage Loan, Auto Loan, Personal Loan, and Student Loan",27,20,9.49,4.0,Standard,496.59,26.65888597389279,23 Years and 9 Months,No,73.10945320729726,142.20663288137268,High_spent_Small_value_payments,248.76291391133012,Standard
3018,0x15555,CUS_0xa123,April,Laura MacInnise,43,514-14-5445,Media_Manager,24688.88,2256.4066666666668,8,4,9,1,Personal Loan,23,15,11.74,3.0,Standard,1014.83,27.31960714806793,,No,10.869316856380284,56.952436435534175,High_spent_Large_value_payments,397.8189133747522,Standard
3019,0xe8c2,CUS_0xa899,January,Kohj,41,077-54-4259,Accountant,38764.8,2974.4,10,6,33,2,"Personal Loan, and Personal Loan",29,16,11.83,11.0,Bad,2057.3,33.27666783742566,8 Years and 4 Months,Yes,52.91978502757363,58.564709272713564,High_spent_Large_value_payments,425.95550569971283,Poor
3020,0xb6b9,CUS_0x2468,August,Alexei Oreskovicq,45_,733-64-4265,Journalist,10386.83,1095.569166666667,7,10,15,5,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, and Personal Loan",55,21,24.51,15.0,Bad,3911.42,32.01243650179456,13 Years and 4 Months,Yes,35.00271392180469,97.80889939772287,Low_spent_Small_value_payments,266.7453033471391,Poor
